"booking id","booking_date_time","distance_travelled","time_taken","commission_base_cost","driver_base_cost","total_tax","total_trip_cost","ratings"
"1893720029","43250.90625","13","51","59.68","238.7","22.68","321","5"
"1555827122","43157.884027778","6","45","32","128","12.16","172.16","5"
"1952330307","43266.065277778","3","24","21.92","87.67","8.32","118","2"
"1833465880","43234.884027778","26","61","183.44","733.78","69.71","987","4"
"1675955821","43195.96875","17","47","44.98","179.92","17.1","242","5"
"1952039940","43265.90625","4","9","30.67","122.68","11.65","165","2"
"1429621666","43117.980555556","3","4","14.56","58.24","5.53","78","5"
"1816324968","43231.627777778","27","107","226.67","906.7","86.14","1220","5"
"1813735760","43230.903472222","7","37","49.45","197.79","18.79","266","3"
"1590442680","43168.970138889","19","44","71.75","286.99","27.27","386.01","4"
"1436076439","43120.047222222","19","40","66.24","364.96","30.16","461","3"
"OSN_927334105","43189.988194444","1","10.32","11.59","46.38","4.41","62","3"
"1420809806","43114.961111111","14","38","43.52","274.08","21.53","339","5"
"1609128476","43174.891666667","4","34","27.61","110.46","10.49","148.56","4"
"1809551908","43230.188888889","10","25","42.01","168.03","15.96","226","2"
"1897372959","43251.884722222","30","83","112.45","484.82","44.48","642","4"
"1406274051","43109.985416667","12","52","43.66","174.62","16.59","235","4"
"2000476274","43277.517361111","29","69","114.81","459.23","43.62","618","3"
"1703401051","43203.902083333","10","37","78.82","315.26","29.95","424.03","1"
"1580825647","43165.915972222","7","48","33.2","132.8","12.62","178.62","4"
"1833802922","43234.961805556","14","38","37.72","150.88","14.33","203","4"
"1635063711","43182.90625","10","44","45.15","180.6","17.16","242.91","2"
"1454739538","43125.894444444","8","42","38.78","155.14","14.74","209","4"
"1510467865","43143.946527778","4","27","23.38","93.52","8.89","125.79","5"
"1901689615","43252.880555556","23","73","110.26","441.05","41.9","593","5"
"1952075358","43265.920138889","19","52","75.46","301.86","28.67","406","4"
"1426760799","43117.007638889","4","5","21.83","87.31","8.3","117","4"
"1539084069","43152.902083333","20","57","65.6","262.4","24.93","352.93","2"
"1692786764","43200.881944444","22","56","78.4","313.62","29.79","422","4"
"1436052871","43120.01875","21","48","72.56","290.24","27.57","390","4"
"1952220579","43265.969444444","32","53","94.04","446.16","39.24","579","4"
"1941610705","43262.906944444","16","60","47.56","225.24","19.82","293","5"
"1653853290","43189.026388889","3","4","19.76","79.04","7.51","106.31","4"
"OSN_830162071","43120.048611111","1","6.37","10.6","42.41","4.03","57","4"
"1392519893","43104.961111111","3","13","21.24","84.96","8.06","114","4"
"1471818572","43131.931944444","2","3","17.5","70.02","6.65","94","1"
"1609205364","43174.910416667","16","63","56.69","261.77","23.29","341.75","3"
"1848691123","43238.875","9","46","38.32","153.3","14.56","206","4"
"1609476962","43175.186805556","31","50","78.4","373.6","32.79","484.79","5"
"1522301950","43147.909027778","4","23","30.58","122.34","11.62","164.54","3"
"1602679453","43172.898611111","16","51","53.29","213.18","20.25","286.72","2"
"1833814910","43234.968055556","5","5","16.9","67.6","6.42","91","5"
"1392512935","43104.971527778","12","47","37.9","151.6","14.4","204","5"
"1781000978","43222.88125","10","35","40.96","163.83","15.56","220","5"
"1666815374","43192.885416667","30","61","99.66","468.63","41.37","609.66","4"
"1392606705","43105.049305556","19","21","57.79","231.15","21.96","311","1"
"1982668380","43272.893055556","3","7","35.13","140.52","13.35","189","2"
"1945295451","43264.01875","4","4","20.56","82.24","7.81","111","4"
"1469478836","43131.156944444","5","5","16.74","66.96","6.36","90","3"
"1426573559","43116.909722222","27","86","78.28","348.12","31.5","458","4"
"1457822130","43127.117361111","27","49","66.9","267.6","25.42","360","2"
"1649247978","43187.734027778","5","51","53.16","151.88","17.16","222.2","5"
"1999038479","43276.897222222","5","8","24.39","97.54","9.27","131","4"
"1948764619","43265.1625","26","50","63.57","254.3","24.16","342","4"
"1848769856","43238.895833333","6","41","32.71","130.86","12.43","176","3"
"1699603602","43202.890972222","5","28","27.7","110.78","10.53","149.01","4"
"1809500162","43230.079166667","26","44","70.71","282.83","26.86","380","1"
"1925787515","43259.071527778","5","20","22.62","90.5","8.6","122","2"
"OSN_904443103","43172.96875","2","12.45","7.25","29","2.75","39","4"
"1580786871","43165.902083333","13","51","41.55","166.22","15.79","223.56","4"
"1808985377","43229.88125","20","60","109.96","439.84","41.78","592","4"
"1632036734","43182.010416667","1","2","17.29","69.14","6.57","93","4"
"1971053933","43269.889583333","12","56","66.41","265.63","25.23","357","1"
"1466480992","43129.890972222","2","4","17.87","71.48","6.79","96","5"
"1412243229","43112.079861111","14","33","36.34","145.36","13.81","196","3"
"1863669206","43242.91875","10","35","44.53","178.11","16.93","240","1"
"1999726743","43277.376388889","17","67","116.97","467.9","44.45","629","3"
"1519346135","43147.011111111","5","5","16.9","67.6","6.42","90.92","3"
"1672423010","43194.836805556","5","28","34.94","139.78","13.28","188","3"
"1833938640","43235.077083333","10","29","36.25","144.98","13.77","195","3"
"1448508558","43123.970833333","5","16","29.88","119.52","11.36","161","3"
"1941791951","43262.969444444","9","39","33.64","134.58","12.79","181","3"
"1743424355","43213.917361111","8","40","34.31","137.23","13.04","185","5"
"1590253653","43168.905555556","31","81","99.51","458.02","40.81","598.34","2"
"2012771519","43281.061111111","13","38","47.34","189.38","17.98","255","4"
"1814524708","43231.313194444","11","40","59.03","236.14","22.44","318","5"
"1837649343","43235.925694444","2","3","13.75","55.02","5.23","74","5"
"OSN_956464895","43209.866666667","2","25.83","7.25","29","2.75","39","1"
"1532934870","43150.89375","4","8","23","92","8.74","123.74","4"
"1751466905","43215.955555556","3","5","28.25","113.01","10.74","152","4"
"1789266067","43224.938888889","28","54","104.58","418.31","39.74","563","5"
"1974857390","43270.884027778","19","56","67.1","268.4","25.5","361","4"
"1448411743","43123.929861111","7","34","34.61","138.43","13.15","186","4"
"1747302764","43214.956944444","14","34","44.98","179.93","17.1","242","4"
"1533101245","43150.947222222","6","40","29.56","118.24","11.23","159.03","4"
"1562140212","43159.959027778","3","5","19.8","79.2","7.52","106.52","1"
"1556158439","43158.053472222","2","3","13.3","53.2","5.05","71.55","4"
"1435773864","43119.911805556","6","48","34.35","137.42","13.05","185","2"
"2012597228","43280.967361111","4","25","44.7","178.82","16.98","241","5"
"1519366951","43147.0375","3","4","14.32","57.28","5.44","77.04","4"
"1412216775","43112.032638889","6","6","24.97","99.88","9.48","134","4"
"1747247205","43214.943055556","28","57","164.43","657.71","62.48","885","3"
"1751549961","43216.004861111","4","20","28.48","113.93","10.82","153","5"
"1945020094","43263.891666667","31","61","115.04","530.16","47.22","692","4"
"1941724500","43262.935416667","5","25","37.98","151.94","14.44","204","3"
"1647065290","43186.943055556","16","45","45.54","217.16","19.06","281.76","5"
"1580870696","43165.93125","9","43","37.8","151.2","14.36","203.36","5"
"1562267566","43160.036111111","29","59","79.86","319.46","30.34","429.66","4"
"1591183081","43169.4625","4","25","25.72","102.88","9.77","138.37","4"
"1562056444","43159.922222222","4","7","24.8","99.18","9.42","133.4","4"
"1519214046","43146.935416667","31","75","95.88","418.52","38.19","552.59","4"
"1805613681","43229.129166667","2","3","13.38","53.53","5.09","72","2"
"1987158969","43273.984722222","20","55","79.87","354.47","32.1","466","2"
"1978841931","43271.946527778","18","49","63.57","254.27","24.15","342","3"
"1875450256","43246.025694444","12","37","36.06","144.24","13.7","194","3"
"1870339398","43244.882638889","5","31","40.71","162.82","15.47","219","5"
"1784807674","43223.9","17","49","54.5","218.02","20.71","293","4"
"1960948825","43268.072222222","3","4","22.94","91.74","8.72","123","4"
"1519227049","43146.940277778","5","7","16.81","67.22","6.39","90.42","5"
"1941627232","43262.90625","51","107","207.85","866.38","80.73","1155","1"
"1536304158","43152.058333333","5","15","20.5","82","7.8","110.3","5"
"1696169937","43201.885416667","4","27","29.61","118.45","11.24","159","4"
"1408914790","43110.895833333","4","8","22.44","89.76","8.53","121","4"
"1999007123","43276.890972222","2","6","20.82","83.27","7.91","112","2"
"1475257458","43133.41875","15","73","64.79","259.17","24.62","349","5"
"1445750902","43123.025694444","21","45","60.67","242.68","23.05","326","4"
"1870482431","43244.919444444","3","8","16.36","65.42","6.21","88","5"
"1870608949","43244.970833333","3","5","19.33","77.32","7.35","104","5"
"1429430603","43117.897916667","8","45","32.62","130.48","12.39","175","4"
"1875035771","43245.898611111","20","72","60.72","277.88","24.82","363","4"
"1982719466","43272.9","31","53","236.84","1017.38","93.5","1348","4"
"1590232758","43168.900694444","15","65","49.26","232.02","20.47","301.75","4"
"1751581159","43216.018055556","30","51","76.95","342.81","30.99","451","1"
"1412237762","43112.070833333","10","28","29.11","116.43","11.06","157","4"
"1941865078","43263.029166667","10","30","35.87","143.5","13.64","193","4"
"1452439191","43125.463194444","6","8","25.21","100.86","9.58","136","4"
"1987108187","43273.959027778","30","54","135.12","610.48","54.84","800","4"
"1590209906","43168.894444444","30","64","82.27","364.08","33","479.35","4"
"1717291717","43207.905555556","22","54","55.23","220.9","20.98","297.11","5"
"1426458327","43116.876388889","8","49","34.42","137.68","13.08","185","5"
"1423853589","43116.058333333","1","2","13.88","55.5","5.28","75","4"
"1534218925","43151.478472222","17","57","53.8","215.2","20.44","289.44","2"
"1406370633","43110.119444444","6","6","25.3","101.18","9.61","136","3"
"1833908120","43235.034722222","1","2","15.84","63.36","6.02","85","5"
"1948597567","43264.950694444","10","48","43.25","172.99","16.44","233","4"
"1755671803","43216.953472222","8","40","60.05","240.21","22.82","323","4"
"1507194531","43143.347916667","26","110","129.1","396.39","43.06","568.55","4"
"1879339080","43247.150694444","1","1","11.4","45.6","4.33","61","5"
"1983063823","43273.116666667","3","3","14.13","56.5","5.37","76","5"
"OSN_1026864041","43259.154166667","2","9.67","12.01","48.03","4.56","65","5"
"1536123068","43151.939583333","9","39","37.6","150.4","14.29","202.29","4"
"1522272516","43147.891666667","53","157","270.51","1117.04","104.54","1492","4"
"1751329950","43215.918055556","5","9","28.25","113.01","10.74","152","4"
"1914885412","43255.929861111","53","116","217.94","871.77","82.8","1173","4"
"OSN_1015435937","43249.170138889","2","10.7","12.01","48.03","4.56","65","5"
"1837450116","43235.891666667","22","56","136.68","546.73","51.94","735","5"
"1784679693","43223.884722222","10","52","37.12","148.48","14.1","200","5"
"1531072691","43150.66875","26","87","114.86","339.45","37.64","491.95","2"
"1863683456","43242.923611111","4","6","24.52","98.08","9.31","132","4"
"1454952391","43125.95625","4","27","32.56","130.26","12.37","175","4"
"1631870080","43181.9125","14","48","53.14","212.56","20.2","285.9","4"
"2012824784","43281.163194444","3","3","18.6","74.4","7.07","100","3"
"1945344642","43264.107638889","10","6","30.4","121.6","11.55","164","3"
"1493696841","43138.922916667","21","67","65.16","260.63","24.76","351","4"
"1392527526","43104.969444444","6","27","29.25","117.02","11.12","157","4"
"1890015911","43249.902777778","1","3","24","96","9.12","129","4"
"1716050321","43207.689583333","29","58","87.55","385.18","35.02","507.75","3"
"2008645663","43279.899305556","21","68","104.28","417.1","39.63","561","4"
"1901898306","43252.906944444","3","30","34.57","138.29","13.13","186","3"
"2002368065","43277.929166667","15","51","86.04","379.15","34.45","500","4"
"1516193364","43145.928472222","2","5","19.14","76.58","7.28","103","4"
"1982914707","43272.963888889","7","33","51.3","205.21","19.49","276","5"
"OSN_993630677","43231.923611111","13","46.88","18.59","74.35","7.07","100","4"
"1841184498","43236.896527778","2","4","17.68","70.7","6.72","95","5"
"1675750391","43195.893055556","35","87","110.12","475.48","43.59","629.19","4"
"1434684139","43119.719444444","2","5","14.38","57.52","5.47","77","5"
"1590551325","43169.060416667","10","34","32.71","130.86","12.43","176","4"
"1513189764","43144.959722222","11","34","46.48","185.92","17.67","250.07","1"
"1435851398","43119.919444444","13","49","53.75","215","20.44","289","3"
"1558779871","43158.890972222","6","37","31.61","126.44","12.01","170.06","5"
"1716214605","43207.725694444","8","32","39.6","158.4","15.04","213.04","3"
"1999285859","43277.017361111","25","47","61.52","416.1","31.88","510","4"
"1879311322","43247.108333333","5","5","16.74","66.96","6.36","90","4"
"1971345972","43269.975","27","49","115.43","461.71","43.87","621","5"
"1975212209","43271.068055556","6","5","18.34","73.36","6.97","99","4"
"1982861392","43272.938194444","2","4","26.29","105.14","9.99","141","1"
"1580868192","43165.93125","2","10","18.72","74.88","7.1","100.7","5"
"1893706325","43250.893055556","16","56","65.07","260.29","24.74","350","3"
"1408979030","43110.925","31","73","86.42","405.68","35.84","528","1"
"1974944381","43270.911111111","11","43","95.33","381.31","36.22","513","2"
"1703771304","43204.023611111","3","4","14.32","57.28","5.44","77.04","4"
"1870714649","43245.075694444","11","30","37.36","149.44","14.19","201","5"
"1605840877","43174.036111111","6","6","24.69","98.76","9.38","132.83","4"
"1713903581","43206.935416667","2","4","18.87","75.49","7.17","101.53","4"
"1983064684","43273.120138889","8","31","28.8","115.22","10.94","155","4"
"1948698510","43265.018055556","8","29","37.3","149.18","14.17","201","4"
"1813859106","43230.921527778","12","52","54.28","217.12","20.64","292","4"
"1442265952","43122.080555556","19","25","39.7","258.8","20.08","319","2"
"1801830256","43227.948611111","30","60","122.68","490.73","46.62","660","5"
"2005643856","43278.967361111","9","40","54.46","217.84","20.69","293","5"
"1581036528","43166.066666667","20","37","47","188","17.86","252.86","5"
"1403815811","43109.084027778","9","24","28","112","10.64","151","2"
"OSN_917808375","43182.900694444","2","15.43","11.88","47.5","4.52","64","2"
"1801729006","43227.911111111","18","49","51.96","207.84","19.74","280","5"
"1653752390","43188.963194444","8","38","35.07","140.26","13.34","188.67","3"
"1982803553","43272.919444444","36","79","215.53","932.11","85.41","1233","3"
"1583761857","43166.902777778","16","47","49.57","198.28","18.83","266.68","2"
"1605629199","43173.907638889","20","87","61.6","281.41","25.16","368.17","3"
"1522607923","43148.017361111","7","30","32","128","12.16","172.16","4"
"1733380128","43211.7125","17","65","55.77","223.09","21.19","300","5"
"1987129704","43273.966666667","12","42","72.09","288.36","27.4","388","3"
"1559033018","43159.019444444","19","37","44.4","177.6","16.87","238.87","4"
"1975056494","43270.942361111","2","3","17.66","70.63","6.71","95","4"
"1519238289","43146.947222222","9","40","37.62","150.47","14.29","202.38","4"
"1675745859","43195.893055556","16","68","53.15","212.6","20.2","285.95","4"
"1536206539","43151.973611111","7","29","32.27","129.09","12.26","173.62","4"
"1432526815","43118.915972222","16","49","43.14","172.56","16.4","232","5"
"1809405438","43229.995833333","30","54","121.91","487.62","46.32","656","4"
"1951845987","43265.877777778","10","49","49.26","197.02","18.72","265","4"
"1653856941","43189.031944444","11","32","45.54","182.16","17.31","245.01","3"
"OSN_986688049","43227.889583333","3","18.72","9.88","39.53","3.76","53","5"
"1555884918","43157.89375","7","45","35.22","140.88","13.38","189.48","4"
"1998950510","43276.879166667","14","42","54.53","218.11","20.73","293","4"
"1583881466","43166.956944444","7","33","28.3","113.2","10.75","152.25","4"
"1703422621","43203.902777778","15","49","66.9","267.62","25.42","360","5"
"1496776240","43139.977083333","28","57","84.33","337.34","32.05","454","4"
"1426191753","43116.814583333","11","75","56.33","225.34","21.41","303","3"
"1971368763","43269.985416667","51","89","180.11","755.45","70.19","1006","4"
"1545394931","43154.902777778","7","40","38.8","155.2","14.74","208.74","4"
"1802016167","43228.063194444","6","6","19","76","7.22","102","2"
"1721317506","43208.896527778","16","63","49.3","232.21","20.48","302","5"
"1925493501","43258.891666667","5","30","31.78","127.14","12.08","171","4"
"1987142857","43273.975","3","6","18.4","73.61","6.99","99","2"
"1666962199","43192.935416667","6","35","31.34","125.34","11.91","168.59","1"
"1915061765","43256.01875","8","29","32.53","130.11","12.37","175","5"
"1929866041","43259.925694444","4","6","37.26","149.06","14.16","200","2"
"1669712303","43193.892361111","13","54","47.21","188.85","17.94","254","1"
"1429445155","43117.902777778","15","57","44.98","179.92","17.1","242","1"
"1801711056","43227.906944444","4","34","28.06","112.24","10.66","151","2"
"1432693872","43118.965972222","25","48","61","244","23.18","328","3"
"1516328305","43145.981944444","4","5","22.48","89.92","8.55","120.95","2"
"OSN_865493101","43144.896527778","3","21.45","7.43","29.74","2.83","40","2"
"1474633512","43132.995833333","2","3","12.82","51.28","4.87","69","1"
"1845006014","43237.922222222","9","36","36.08","144.32","13.72","194","4"
"1743421637","43213.914583333","13","47","47.05","188.22","17.88","253","5"
"1918300819","43256.895138889","5","9","28.77","115.06","10.93","155","4"
"1613003577","43175.904861111","31","92","99.28","432.12","39.48","570.88","3"
"1653789465","43188.977777778","30","55","89","356","33.82","478.82","2"
"1942420322","43263.389583333","6","38","52.42","209.66","19.92","282","3"
"1395042290","43105.908333333","11","51","38.02","152.08","14.44","205","2"
"1966133099","43269.067361111","8","6","23.43","93.72","8.91","126","4"
"2001119334","43277.676388889","28","72","78.28","383.12","33.25","495","1"
"2002361208","43277.927083333","11","44","67.1","268.4","25.5","361","5"
"OSN_846212299","43131.995138889","2","13.6","9.11","36.43","3.46","49","3"
"1819447721","43231.903472222","15","48","47.41","189.64","18.01","255","5"
"1429734914","43118.135416667","2","3","15.03","60.1","5.72","81","1"
"1673104125","43195.259027778","5","5","17.1","68.4","6.5","92","2"
"1979058929","43272.166666667","2","2","13.2","52.79","5.02","71","1"
"1856188519","43241.4125","29","96","158.07","512.26","54.06","724","5"
"1897360836","43251.884722222","8","45","39.03","156.11","14.84","210","5"
"1699886109","43203.009027778","3","3","18.6","74.4","7.07","100.07","5"
"1583921028","43166.973611111","4","5","25.6","102.4","9.73","137.73","4"
"1469254997","43130.924305556","3","5","13.82","55.28","5.25","74","5"
"1870509197","43244.927777778","8","39","33.8","135.2","12.84","182","4"
"1717582433","43208.045138889","5","5","17.1","68.4","6.5","92","3"
"1760548131","43217.893055556","32","73","138.39","623.54","56.09","818","5"
"1781275216","43222.961111111","20","54","64.91","294.62","26.41","386","3"
"1922320742","43258.018055556","8","25","31.16","124.64","11.84","168","4"
"1924310902","43258.688194444","2","16","16.96","67.84","6.46","91","5"
"1406153114","43109.915972222","21","65","63.44","253.78","24.11","341","5"
"1945215327","43263.95625","4","16","23.57","94.28","8.96","127","5"
"1978864536","43271.951388889","3","5","15.99","63.94","6.08","86","2"
"1699697315","43202.916666667","4","32","24.52","98.08","9.32","131.92","4"
"1781049093","43222.893055556","30","79","119.33","512.32","47.1","679","5"
"1447491447","43123.720833333","2","27","18.75","75","7.14","101","4"
"1875534213","43246.125","9","25","29.4","117.58","11.18","158","5"
"1952523818","43266.3125","11","37","50.99","203.94","19.38","274","3"
"1689983483","43200.014583333","1","2","14.68","58.74","5.58","79","2"
"1445494368","43122.9","9","48","44.92","179.68","17.07","242","4"
"1500048547","43140.891666667","16","57","98.41","393.64","37.39","529","4"
"1982906620","43272.947222222","30","61","151.1","604.38","57.42","813","3"
"1890242276","43250.027083333","10","32","38.29","153.16","14.55","206","4"
"1435989384","43119.984722222","13","60","47.57","190.29","18.07","256","3"
"1743520706","43213.970138889","27","54","85.5","342.01","32.49","460","5"
"1699578065","43202.891666667","6","45","32.71","130.86","12.43","176","4"
"1533105046","43150.953472222","21","59","54.5","218","20.71","293.21","4"
"1455121743","43126.0375","9","23","34.15","136.6","12.98","184","3"
"1516165019","43145.920833333","5","41","33.6","134.4","12.77","180.77","2"
"1890109685","43249.927083333","6","48","39.96","159.85","15.18","215","4"
"1436053958","43120.022222222","4","29","37.17","148.68","14.14","200","4"
"1493869762","43139.009027778","2","2","14.04","56.14","5.34","76","2"
"1805508116","43228.985416667","13","34","41.94","167.77","15.94","226","5"
"1773409753","43220.904166667","14","49","53.66","214.63","20.39","289","4"
"1925649477","43258.94375","5","6","25.62","102.48","9.73","138","2"
"1672867309","43194.947916667","0","1","16.5","66","6.26","88.76","5"
"1747397407","43215.014583333","9","29","29.93","119.7","11.38","161","3"
"1941767591","43262.959027778","11","37","34.57","138.29","13.13","186","3"
"1755243993","43216.879166667","25","59","80.51","322.02","30.59","433","5"
"1886680212","43248.906944444","10","35","43.65","174.6","16.59","235","5"
"1897671740","43251.998611111","10","29","34.57","138.29","13.13","186","4"
"1429706326","43118.077777778","8","25","30.34","121.35","11.53","163","2"
"1587337159","43168.051388889","2","3","14.2","56.8","5.4","76.4","4"
"1646929685","43186.899305556","29","47","92.6","430.42","38.18","561.2","2"
"1974926747","43270.900694444","11","51","67.84","271.38","25.78","365","2"
"1532919763","43150.886805556","8","45","36.8","147.2","13.98","197.98","5"
"1496931099","43140.195138889","8","25","32.6","130.4","12.39","175","5"
"1474587580","43132.959722222","3","6","15.76","63.04","5.99","85","5"
"1650377823","43187.972916667","20","62","60.69","277.77","24.81","363.27","2"
"1474541779","43132.935416667","29","82","84.92","374.68","34.02","494","5"
"1580799625","43165.90625","8","45","36.7","146.78","13.95","197.43","4"
"1605774748","43173.974305556","4","5","21.38","85.5","8.13","115.01","3"
"1814310551","43231.052777778","27","45","65.7","262.8","24.97","353","2"
"1471853431","43131.946527778","6","33","27.46","109.84","10.43","148","3"
"1925762664","43259.026388889","2","3","18.44","73.76","7.01","99","4"
"1435978805","43119.979166667","2","11","20.88","83.53","7.94","112","3"
"1490567316","43137.906944444","3","6","14.36","57.42","5.45","77","5"
"1713750346","43206.902777778","5","34","26.61","106.44","10.11","143.16","4"
"1703764238","43204.017361111","6","29","27.46","109.86","10.43","147.75","1"
"OSN_1034569497","43266.088194444","2","9.82","12.01","48.03","4.56","65","4"
"1513081409","43144.911805556","6","35","31.47","125.86","11.95","169.28","5"
"1749220400","43215.584722222","2","5","18.09","72.34","6.88","97","5"
"1494081404","43139.320138889","54","86","312.4","1369.6","124.72","1807","5"
"1922216145","43257.948611111","12","49","51.22","204.86","19.46","276","5"
"1656819602","43189.917361111","7","37","29.14","116.56","11.06","156.76","5"
"1948630306","43264.977083333","8","39","42.01","168.03","15.96","226","5"
"1545518840","43154.936111111","2","4","19.4","77.6","7.37","104","5"
"1406221495","43109.951388889","9","37","32.26","129.04","12.26","174","3"
"1392406274","43104.905555556","9","40","45.11","180.46","17.14","243","2"
"1809473643","43230.046527778","12","29","33.83","135.31","12.86","182","5"
"1409050039","43110.942361111","3","5","15.34","61.36","5.83","83","4"
"OSN_846204211","43131.983333333","2","15.93","9.11","36.43","3.46","49","3"
"1925463796","43258.895138889","32","66","107.14","498.56","44.22","650","3"
"1805576545","43229.047222222","47","84","135.92","578.69","53.4","768","3"
"1666923154","43192.922222222","2","5","18.57","74.28","7.05","99.9","4"
"1833844602","43234.984027778","17","37","60.43","241.72","22.96","325","5"
"1773613293","43220.957638889","16","39","57.86","231.42","21.98","311","4"
"1675734951","43195.89375","30","99","117.65","540.62","48.21","706.48","5"
"1605858220","43174.065277778","22","40","12.15","248.58","14.62","275","5"
"1423531966","43115.901388889","10","42","39.82","159.28","15.13","214","5"
"1409155663","43111.007638889","10","40","33.88","135.52","12.88","182","4"
"1519086954","43146.888194444","11","48","41.53","166.14","15.79","223.46","5"
"1448314007","43123.890972222","10","60","43","172.02","16.34","231","4"
"1902146430","43252.992361111","2","4","15.24","60.97","5.79","82","3"
"1730796916","43210.917361111","24","62","84.93","339.73","32.26","457","3"
"1696283697","43201.916666667","3","6","20.4","81.59","7.75","109.74","3"
"1751355715","43215.945833333","8","51","51.99","207.96","19.76","280","5"
"1725833362","43209.960416667","6","35","38.94","155.76","14.8","210","4"
"1841212419","43236.901388889","7","45","42.38","169.52","16.11","228","4"
"1599979462","43171.983333333","11","34","40.14","160.56","15.26","215.96","4"
"1562105421","43159.941666667","21","47","51.03","204.11","19.38","274.52","5"
"1675732782","43195.886111111","14","55","57.88","231.51","22","311.39","4"
"1925791800","43259.070833333","4","4","21.04","84.16","8","113","5"
"1819297038","43231.888194444","35","93","111.96","482.84","44.3","639","3"
"1785515430","43224.043055556","5","6","30.07","220.27","16.42","267","1"
"1873208982","43245.743055556","10","56","41.2","164.8","15.66","222","3"
"1545866778","43155.2375","8","27","32.36","129.44","12.29","174","5"
"1894139862","43251.065972222","2","2","13.2","52.79","5.02","71","4"
"1672881701","43194.947916667","7","35","32.68","130.72","12.42","175.82","5"
"1392401236","43104.90625","6","49","43.88","175.5","16.68","236","4"
"2002384812","43277.945833333","5","33","30.79","123.17","11.7","166","5"
"1849244465","43239.071527778","10","7","26.21","104.83","9.96","141","3"
"1513152717","43144.940972222","31","75","99.1","396.42","37.66","533.18","5"
"1496658861","43139.928472222","17","38","41.8","167.2","15.88","225","5"
"1643518464","43185.798611111","15","51","58.84","235.38","22.36","316.58","5"
"1809226518","43229.922222222","15","38","99.1","396.4","37.66","533","4"
"1755838856","43216.997222222","10","42","48.51","194.06","18.43","261","4"
"1587216647","43167.958333333","34","72","105.8","483.2","43.2","632.2","2"
"1536176658","43151.972916667","16","40","48.72","194.86","18.51","262.09","5"
"1894263039","43251.265972222","5","25","0","74.42","4.8","79","1"
"1849122483","43238.975694444","39","59","120.63","517.53","47.59","686","5"
"1429682660","43118.033333333","4","4","21.68","86.72","8.24","117","2"
"1922221724","43257.952083333","11","67","55.06","220.24","20.94","296","5"
"1656692647","43189.885416667","2","4","19.14","76.58","7.28","103","5"
"1493593616","43138.9","12","58","42.04","168.16","15.98","226","5"
"1412092909","43111.947222222","30","81","87.42","349.68","33.22","470","4"
"1999355650","43277.175694444","22","39","73.19","292.76","27.81","394","4"
"2012356040","43280.9125","15","65","100.14","435.57","39.81","576","5"
"1675777165","43195.899305556","10","53","52.89","211.56","20.1","284.55","1"
"1918396580","43256.910416667","13","49","54.09","216.36","20.56","291","5"
"1879236565","43247.027083333","16","38","57.51","230.05","21.85","309","2"
"1406180865","43109.923611111","3","5","20.69","82.74","7.86","111","5"
"1500041139","43140.899305556","24","57","130.24","520.97","49.48","701","5"
"1870457307","43244.906944444","5","31","28.54","114.17","10.85","154","5"
"1599763637","43171.882638889","11","44","41.08","164.33","15.61","221.02","1"
"1583917640","43166.971527778","10","32","33.2","132.8","12.62","178.62","2"
"1471936627","43131.999305556","3","4","19.34","77.36","7.35","104","2"
"1841299145","43236.920833333","5","37","42.99","171.95","16.34","231","3"
"1590193638","43168.890277778","11","57","52.86","211.44","20.08","284.38","3"
"1542142348","43153.933333333","27","63","72.78","291.12","27.66","391.56","5"
"1657110519","43190.079861111","27","52","78.71","314.82","29.91","423.44","4"
"1696337190","43201.936805556","18","45","53.72","214.87","20.41","289","3"
"1392327776","43104.883333333","20","56","65.72","262.88","24.97","354","4"
"1594112256","43170.430555556","4","20","23.28","93.1","8.86","125.24","5"
"1870575274","43244.951388889","2","3","24.23","96.91","9.21","130","4"
"1860624860","43241.9875","12","34","39.96","159.85","15.18","215","5"
"2008630547","43279.89375","14","55","71.56","321.25","28.94","422","5"
"1602716735","43172.909027778","15","63","49.26","232.02","20.47","301.75","5"
"1536159435","43151.960416667","13","42","37.6","150.4","14.29","202.29","5"
"1948781663","43265.163888889","4","4","15.09","60.34","5.74","81","3"
"1887006995","43249.186111111","10","26","32.12","128.48","12.2","173","5"
"OSN_894790175","43165.966666667","2","10.63","7.25","29","2.75","39","4"
"1542216483","43153.963194444","3","20","19.36","77.44","7.36","104.16","5"
"1393011066","43105.404166667","13","0","179.8","719.2","68.32","967","3"
"1941520953","43262.888194444","18","55","70.45","281.78","26.77","379","3"
"1533096834","43150.949305556","6","7","18.6","74.4","7.07","100.07","5"
"1580759621","43165.895833333","21","51","59.9","239.6","22.76","322.26","4"
"1751032985","43215.863194444","33","142","121.19","554.76","49.55","726","3"
"1451492652","43124.913888889","8","41","31.42","125.68","11.94","169","3"
"1490516641","43137.900694444","11","45","45.49","181.94","17.29","245","5"
"1863668850","43242.920138889","7","34","30.48","121.94","11.59","164","5"
"1948794169","43265.182638889","10","25","29.93","119.7","11.38","161","4"
"1918377670","43256.904861111","12","58","66.48","265.91","25.27","358","4"
"1445616154","43122.940972222","2","4","19.62","78.48","7.45","106","2"
"1669733771","43193.904166667","10","34","53.22","212.9","20.23","286.35","3"
