City,Zone,Week Number,Day,4 hour windows,Date,Time stamp date,Demand,Fulfilment %,Avg. Price,Avg. Trip Size,Cancellation % (Total),Driver Cancellation%,Customer Cancellation %,Avg. ETA,
Pune,Zone 9,4,7,00:00 to 04:00,24-07-2019,24/07/2019 03:40:11,1925,75,195,8,25.2,4.9,20.4,14.1,
Pune,Zone 9,4,7,04:00 to 08.00,24-07-2019,24/07/2019 05:58:15,2029,67,96,13,26.0,5.0,21.0,15.8,
Pune,Zone 9,4,7,08:00 to 12:00,24-07-2019,24/07/2019 10:21:09,1940,72,172,13,27.5,5.3,22.2,10.7,
Pune,Zone 9,4,7,12:00 to 16:00,24-07-2019,24/07/2019 13:30:14,2051,72,100,17,26.0,5.0,21.0,15.0,
Pune,Zone 9,4,7,16:00 to 20:00,24-07-2019,24/07/2019 18:14:26,2023,74,167,13,27.2,5.2,21.9,11.3,
Pune,Zone 9,4,7,20:00 to 00:00,24-07-2019,24/07/2019 20:24:06,2091,67,209,12,30.5,5.9,24.6,15.6,
Pune,Zone 10,4,1,00:00 to 04:00,18-07-2019,18/07/2019 02:20:56,1936,69,195,13,26.0,5.0,21.0,15.1,
Pune,Zone 10,4,1,04:00 to 08.00,18-07-2019,18/07/2019 07:46:56,1923,73,94,15,26.4,5.1,21.4,14.8,
Pune,Zone 10,4,1,08:00 to 12:00,18-07-2019,18/07/2019 10:23:38,2032,66,177,15,26.8,5.2,21.6,11.3,
Pune,Zone 10,4,1,12:00 to 16:00,18-07-2019,18/07/2019 15:23:40,2090,72,104,11,29.4,5.7,23.8,15.2,
Pune,Zone 10,4,1,16:00 to 20:00,18-07-2019,18/07/2019 18:10:54,1921,69,171,15,28.9,5.6,23.4,13.1,
Pune,Zone 10,4,1,20:00 to 00:00,18-07-2019,18/07/2019 20:02:06,1946,67,209,11,27.6,5.3,22.3,13.8,
Pune,Zone 10,4,2,00:00 to 04:00,19-07-2019,19/07/2019 03:40:52,1946,67,194,10,25.4,4.9,20.5,9.6,
Pune,Zone 10,4,2,04:00 to 08.00,19-07-2019,19/07/2019 04:17:01,2090,74,95,8,34.2,6.6,27.6,12.7,
Pune,Zone 10,4,2,08:00 to 12:00,19-07-2019,19/07/2019 09:12:15,2028,67,171,17,29.2,5.6,23.6,15.1,
Pune,Zone 10,4,2,12:00 to 16:00,19-07-2019,19/07/2019 14:05:47,1948,67,101,16,33.0,6.4,26.7,14.8,
Pune,Zone 10,4,2,16:00 to 20:00,19-07-2019,19/07/2019 17:14:30,2019,74,171,10,28.7,5.5,23.1,10.2,
Pune,Zone 10,4,2,20:00 to 00:00,19-07-2019,19/07/2019 20:38:30,1925,66,202,8,24.2,4.7,19.6,9.1,
Pune,Zone 10,4,4,00:00 to 04:00,21-07-2019,21/07/2019 02:18:55,2026,70,191,17,25.4,4.9,20.5,11.8,
Pune,Zone 10,4,4,04:00 to 08.00,21-07-2019,21/07/2019 06:40:40,1961,67,102,13,29.1,5.6,23.5,12.4,
Pune,Zone 10,4,4,08:00 to 12:00,21-07-2019,21/07/2019 11:11:13,2030,75,173,14,28.1,5.4,22.7,12.1,
Pune,Zone 10,4,4,12:00 to 16:00,21-07-2019,21/07/2019 14:36:35,1955,73,103,18,32.5,6.3,26.3,11.2,
Pune,Zone 10,4,4,16:00 to 20:00,21-07-2019,21/07/2019 17:41:09,2008,67,179,11,23.8,4.6,19.2,15.1,
Pune,Zone 10,4,4,20:00 to 00:00,21-07-2019,21/07/2019 21:45:24,1932,70,207,15,34.2,6.6,27.6,11.2,
Pune,Zone 10,4,4,00:00 to 04:00,21-07-2019,21/07/2019 03:21:22,2080,68,195,9,26.0,5.0,21.0,11.2,
Pune,Zone 10,4,4,04:00 to 08.00,21-07-2019,21/07/2019 05:51:49,2062,73,100,16,31.5,6.1,25.5,14.4,
Pune,Zone 10,4,4,08:00 to 12:00,21-07-2019,21/07/2019 09:02:14,2053,67,166,14,28.0,5.4,22.6,11.1,
Pune,Zone 10,4,4,12:00 to 16:00,21-07-2019,21/07/2019 12:20:48,2009,75,101,9,25.0,4.8,20.2,10.3,
Pune,Zone 10,4,4,16:00 to 20:00,21-07-2019,21/07/2019 18:37:02,1924,66,179,15,30.2,5.8,24.4,11.4,
Pune,Zone 10,4,4,20:00 to 00:00,21-07-2019,21/07/2019 20:48:17,2050,71,206,11,23.0,4.4,18.6,10.2,
Pune,Zone 10,4,5,00:00 to 04:00,22-07-2019,22/07/2019 03:21:54,2062,72,195,16,32.6,6.3,26.4,14.8,
Pune,Zone 10,4,5,04:00 to 08.00,22-07-2019,22/07/2019 06:18:15,1993,74,89,9,29.6,5.7,23.9,13.7,
Pune,Zone 10,4,5,08:00 to 12:00,22-07-2019,22/07/2019 09:02:27,1947,68,167,9,25.2,4.9,20.4,12.3,
Pune,Zone 10,4,5,12:00 to 16:00,22-07-2019,22/07/2019 12:15:43,1955,66,92,17,34.8,6.7,28.1,14.6,
Pune,Zone 10,4,5,16:00 to 20:00,22-07-2019,22/07/2019 19:39:28,1919,71,179,9,34.6,6.7,27.9,9.3,
Pune,Zone 10,4,5,20:00 to 00:00,22-07-2019,22/07/2019 22:31:49,2045,74,204,16,24.0,4.6,19.4,13.2,
Pune,Zone 10,4,6,00:00 to 04:00,23-07-2019,23/07/2019 01:35:33,2049,71,198,13,34.0,6.5,27.5,9.1,
Pune,Zone 10,4,6,04:00 to 08.00,23-07-2019,23/07/2019 06:45:25,2041,70,96,14,34.6,6.7,28.0,11.3,
Pune,Zone 10,4,6,08:00 to 12:00,23-07-2019,23/07/2019 11:41:13,1934,68,173,8,33.7,6.5,27.2,10.4,
Pune,Zone 10,4,6,12:00 to 16:00,23-07-2019,23/07/2019 13:18:57,2007,66,94,14,34.9,6.7,28.2,13.7,
Pune,Zone 10,4,6,16:00 to 20:00,23-07-2019,23/07/2019 16:41:46,2073,73,165,8,26.5,5.1,21.4,15.9,
Pune,Zone 10,4,6,20:00 to 00:00,23-07-2019,23/07/2019 23:25:18,2072,69,203,14,27.3,5.3,22.1,12.6,
Pune,Zone 10,4,7,00:00 to 04:00,24-07-2019,24/07/2019 01:04:37,2004,69,196,8,33.4,6.4,27.0,10.9,
Pune,Zone 10,4,7,04:00 to 08.00,24-07-2019,24/07/2019 06:45:46,2025,75,86,18,34.2,6.6,27.6,15.1,
Pune,Zone 10,4,7,08:00 to 12:00,24-07-2019,24/07/2019 10:32:35,1928,67,180,12,27.5,5.3,22.2,11.0,
Pune,Zone 10,4,7,12:00 to 16:00,24-07-2019,24/07/2019 15:30:12,1986,66,102,13,24.9,4.8,20.1,13.4,
Pune,Zone 10,4,7,16:00 to 20:00,24-07-2019,24/07/2019 19:59:36,1967,74,180,15,28.3,5.5,22.9,12.6,
Pune,Zone 10,4,7,20:00 to 00:00,24-07-2019,24/07/2019 23:00:01,2073,67,201,10,25.0,4.8,20.2,9.0,
Jaipur,Zone 1,1,1,00:00 to 04:00,27-06-2019,27/06/2019 01:08:22,1950,73,195,8,31.3,6.0,25.3,6.2,
Jaipur,Zone 1,1,1,04:00 to 08.00,27-06-2019,27/06/2019 04:35:12,1915,66,92,6,27.3,5.3,22.0,14.9,
Jaipur,Zone 1,1,1,08:00 to 12:00,27-06-2019,27/06/2019 11:46:40,1992,70,174,7,30.6,5.9,24.7,13.6,
Jaipur,Zone 1,1,1,12:00 to 16:00,27-06-2019,27/06/2019 15:46:37,1940,72,99,11,26.0,5.0,21.0,9.5,
Jaipur,Zone 1,1,1,16:00 to 20:00,27-06-2019,27/06/2019 17:42:48,2021,69,171,14,26.0,5.0,21.0,13.5,
Jaipur,Zone 1,1,1,20:00 to 00:00,27-06-2019,27/06/2019 21:58:03,1913,72,204,16,28.7,5.5,23.2,7.1,
Jaipur,Zone 1,1,2,00:00 to 04:00,28-06-2019,28/06/2019 02:58:10,2090,70,199,7,30.2,5.8,24.4,14.2,
Jaipur,Zone 1,1,2,04:00 to 08.00,28-06-2019,28/06/2019 07:16:51,2054,73,99,14,22.8,4.4,18.4,6.3,
Jaipur,Zone 1,1,2,08:00 to 12:00,28-06-2019,28/06/2019 08:14:38,2059,68,172,13,32.9,6.3,26.6,8.5,
Jaipur,Zone 1,1,2,12:00 to 16:00,28-06-2019,28/06/2019 15:22:59,2079,68,94,15,29.1,5.6,23.5,8.3,
Jaipur,Zone 1,1,2,16:00 to 20:00,28-06-2019,28/06/2019 18:29:03,1924,70,170,13,28.7,5.5,23.2,9.5,
Jaipur,Zone 1,1,2,20:00 to 00:00,28-06-2019,28/06/2019 21:35:03,1977,75,207,11,25.3,4.9,20.4,13.4,
Jaipur,Zone 1,1,4,00:00 to 04:00,30-06-2019,30/06/2019 01:57:36,2046,74,191,15,27.8,5.3,22.5,14.8,
Jaipur,Zone 1,1,4,04:00 to 08.00,30-06-2019,30/06/2019 04:58:30,1986,72,100,8,28.2,5.4,22.8,11.9,
Jaipur,Zone 1,1,4,08:00 to 12:00,30-06-2019,30/06/2019 10:14:19,1948,68,179,7,32.1,6.2,26.0,11.8,
Jaipur,Zone 1,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:36:58,1976,74,97,14,28.1,5.4,22.7,14.4,
Jaipur,Zone 1,1,4,16:00 to 20:00,30-06-2019,30/06/2019 16:53:38,1985,69,170,6,21.2,4.1,17.1,14.1,
Jaipur,Zone 1,1,4,20:00 to 00:00,30-06-2019,30/06/2019 23:17:44,1919,69,204,14,27.3,5.2,22.0,13.6,
Jaipur,Zone 1,1,4,00:00 to 04:00,30-06-2019,30/06/2019 00:44:40,1967,71,191,8,27.6,5.3,22.3,14.5,
Jaipur,Zone 1,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:59:00,2064,66,105,9,30.8,5.9,24.9,9.2,
Jaipur,Zone 1,1,4,08:00 to 12:00,30-06-2019,30/06/2019 08:39:25,1914,71,167,9,30.9,6.0,25.0,9.4,
Jaipur,Zone 1,1,4,12:00 to 16:00,30-06-2019,30/06/2019 15:31:29,2002,67,90,11,28.5,5.5,23.0,12.4,
Jaipur,Zone 1,1,4,16:00 to 20:00,30-06-2019,30/06/2019 16:29:22,2029,74,168,7,31.3,6.0,25.3,12.0,
Jaipur,Zone 1,1,4,20:00 to 00:00,30-06-2019,30/06/2019 22:27:08,2074,73,204,13,32.4,6.2,26.2,6.3,
Jaipur,Zone 1,1,5,00:00 to 04:00,01-07-2019,01/07/2019 03:42:05,2001,67,199,11,23.0,4.4,18.6,11.6,
Jaipur,Zone 1,1,5,04:00 to 08.00,01-07-2019,01/07/2019 04:42:36,1931,74,103,12,28.4,5.5,22.9,11.1,
Jaipur,Zone 1,1,5,08:00 to 12:00,01-07-2019,01/07/2019 09:14:55,2009,75,177,16,27.0,5.2,21.8,11.4,
Jaipur,Zone 1,1,5,12:00 to 16:00,01-07-2019,01/07/2019 13:19:42,1971,70,98,6,23.1,4.4,18.6,12.6,
Jaipur,Zone 1,1,5,16:00 to 20:00,01-07-2019,01/07/2019 18:54:36,1963,69,179,15,25.9,5.0,20.9,7.9,
Jaipur,Zone 1,1,5,20:00 to 00:00,01-07-2019,01/07/2019 20:09:09,1967,66,205,7,25.1,4.8,20.3,10.7,
Jaipur,Zone 1,1,6,00:00 to 04:00,02-07-2019,02/07/2019 03:18:15,1973,71,193,15,23.3,4.5,18.8,6.9,
Jaipur,Zone 1,1,6,04:00 to 08.00,02-07-2019,02/07/2019 06:05:16,2028,71,96,12,27.6,5.3,22.3,12.8,
Jaipur,Zone 1,1,6,08:00 to 12:00,02-07-2019,02/07/2019 11:23:51,1931,68,166,10,24.3,4.7,19.6,10.8,
Jaipur,Zone 1,1,6,12:00 to 16:00,02-07-2019,02/07/2019 14:17:13,1988,73,94,13,28.8,5.5,23.2,6.4,
Jaipur,Zone 1,1,6,16:00 to 20:00,02-07-2019,02/07/2019 19:25:01,2064,72,162,9,32.6,6.3,26.3,6.1,
Jaipur,Zone 1,1,6,20:00 to 00:00,02-07-2019,02/07/2019 22:56:12,1949,66,204,9,28.1,5.4,22.7,11.1,
Jaipur,Zone 1,1,7,00:00 to 04:00,03-07-2019,03/07/2019 03:09:48,1907,67,194,6,22.4,4.3,18.1,7.7,
Jaipur,Zone 1,1,7,04:00 to 08.00,03-07-2019,03/07/2019 04:12:06,1972,66,90,16,25.9,5.0,20.9,8.6,
Jaipur,Zone 1,1,7,08:00 to 12:00,03-07-2019,03/07/2019 11:28:30,2032,73,170,8,27.5,5.3,22.2,13.2,
Jaipur,Zone 1,1,7,12:00 to 16:00,03-07-2019,03/07/2019 15:52:39,2064,72,95,15,22.1,4.3,17.8,8.1,
Jaipur,Zone 1,1,7,16:00 to 20:00,03-07-2019,03/07/2019 16:12:40,1964,71,172,15,22.0,4.2,17.7,14.8,
Jaipur,Zone 1,1,7,20:00 to 00:00,03-07-2019,03/07/2019 21:32:10,2096,68,203,7,29.9,5.8,24.2,14.1,
Jaipur,Zone 2,1,1,00:00 to 04:00,27-06-2019,27/06/2019 01:36:16,2061,73,193,14,24.6,4.7,19.9,13.8,
Jaipur,Zone 2,1,1,04:00 to 08.00,27-06-2019,27/06/2019 06:49:23,2074,70,99,13,25.5,4.9,20.6,11.9,
Jaipur,Zone 2,1,1,08:00 to 12:00,27-06-2019,27/06/2019 08:02:33,1928,69,174,14,26.4,5.1,21.3,13.9,
Jaipur,Zone 2,1,1,12:00 to 16:00,27-06-2019,27/06/2019 12:30:53,1993,72,102,17,22.9,4.4,18.5,12.0,
Jaipur,Zone 2,1,1,16:00 to 20:00,27-06-2019,27/06/2019 18:50:53,1968,71,164,16,27.5,5.3,22.2,14.4,
Jaipur,Zone 2,1,1,20:00 to 00:00,27-06-2019,27/06/2019 22:21:47,1989,67,200,14,26.7,5.1,21.6,12.1,
Jaipur,Zone 2,1,2,00:00 to 04:00,28-06-2019,28/06/2019 00:28:58,2037,71,195,17,27.8,5.4,22.5,15.7,
Jaipur,Zone 2,1,2,04:00 to 08.00,28-06-2019,28/06/2019 05:10:47,1910,72,105,13,26.9,5.2,21.7,9.8,
Jaipur,Zone 2,1,2,08:00 to 12:00,28-06-2019,28/06/2019 09:05:41,2014,68,177,17,26.2,5.0,21.2,13.5,
Jaipur,Zone 2,1,2,12:00 to 16:00,28-06-2019,28/06/2019 13:57:20,1989,69,103,15,26.5,5.1,21.4,10.3,
Jaipur,Zone 2,1,2,16:00 to 20:00,28-06-2019,28/06/2019 19:20:21,2071,68,177,13,23.3,4.5,18.8,10.6,
Jaipur,Zone 2,1,2,20:00 to 00:00,28-06-2019,28/06/2019 21:36:32,1914,69,201,17,24.6,4.7,19.8,11.9,
Jaipur,Zone 2,1,4,00:00 to 04:00,30-06-2019,30/06/2019 02:03:38,2017,72,196,13,24.5,4.7,19.8,11.1,
Jaipur,Zone 2,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:59:14,1915,74,86,14,25.4,4.9,20.5,11.9,
Jaipur,Zone 2,1,4,08:00 to 12:00,30-06-2019,30/06/2019 10:12:03,1950,67,171,13,26.9,5.2,21.8,12.1,
Jaipur,Zone 2,1,4,12:00 to 16:00,30-06-2019,30/06/2019 12:04:24,1957,68,102,17,27.9,5.4,22.5,12.0,
Jaipur,Zone 2,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:00:28,2011,67,165,16,26.9,5.2,21.7,9.9,
Jaipur,Zone 2,1,4,20:00 to 00:00,30-06-2019,30/06/2019 23:40:37,1935,67,201,13,25.4,4.9,20.5,9.2,
Jaipur,Zone 2,1,4,00:00 to 04:00,30-06-2019,30/06/2019 00:57:36,2026,68,196,15,26.6,5.1,21.5,15.1,
Jaipur,Zone 2,1,4,04:00 to 08.00,30-06-2019,30/06/2019 07:40:39,1965,74,101,16,27.7,5.3,22.4,15.4,
Jaipur,Zone 2,1,4,08:00 to 12:00,30-06-2019,30/06/2019 09:01:22,2079,75,171,17,26.4,5.1,21.3,12.2,
Jaipur,Zone 2,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:49:14,1986,68,95,17,23.5,4.5,19.0,12.9,
Jaipur,Zone 2,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:43:59,1953,67,173,16,25.6,4.9,20.7,9.5,
Jaipur,Zone 2,1,4,20:00 to 00:00,30-06-2019,30/06/2019 21:40:34,1980,68,206,17,25.5,4.9,20.6,13.2,
Jaipur,Zone 2,1,5,00:00 to 04:00,01-07-2019,01/07/2019 01:08:09,2010,74,191,17,24.1,4.6,19.4,14.8,
Jaipur,Zone 2,1,5,04:00 to 08.00,01-07-2019,01/07/2019 06:54:00,1921,74,103,16,25.4,4.9,20.5,9.8,
Jaipur,Zone 2,1,5,08:00 to 12:00,01-07-2019,01/07/2019 08:29:20,1954,67,165,14,26.1,5.0,21.1,9.9,
Jaipur,Zone 2,1,5,12:00 to 16:00,01-07-2019,01/07/2019 12:38:16,2013,75,94,16,25.4,4.9,20.5,10.0,
Jaipur,Zone 2,1,5,16:00 to 20:00,01-07-2019,01/07/2019 19:18:18,1930,71,160,15,25.2,4.8,20.3,9.7,
Jaipur,Zone 2,1,5,20:00 to 00:00,01-07-2019,01/07/2019 20:09:01,2068,67,206,16,25.2,4.8,20.3,15.3,
Jaipur,Zone 2,1,6,00:00 to 04:00,02-07-2019,02/07/2019 02:14:10,2010,73,190,15,26.2,5.0,21.2,12.7,
Jaipur,Zone 2,1,6,04:00 to 08.00,02-07-2019,02/07/2019 05:44:00,2028,71,104,16,22.3,4.3,18.0,14.1,
Jaipur,Zone 2,1,6,08:00 to 12:00,02-07-2019,02/07/2019 09:50:54,2054,66,171,13,25.1,4.8,20.3,10.0,
Jaipur,Zone 2,1,6,12:00 to 16:00,02-07-2019,02/07/2019 13:25:41,2032,72,94,17,27.4,5.3,22.1,9.7,
Jaipur,Zone 2,1,6,16:00 to 20:00,02-07-2019,02/07/2019 17:29:04,2031,72,180,17,23.9,4.6,19.3,15.1,
Jaipur,Zone 2,1,6,20:00 to 00:00,02-07-2019,02/07/2019 20:59:42,1901,69,202,15,24.7,4.7,19.9,13.8,
Jaipur,Zone 2,1,7,00:00 to 04:00,03-07-2019,03/07/2019 03:34:23,2089,66,193,15,25.5,4.9,20.6,9.5,
Jaipur,Zone 2,1,7,04:00 to 08.00,03-07-2019,03/07/2019 04:21:02,1925,67,94,17,24.3,4.7,19.6,11.4,
Jaipur,Zone 2,1,7,08:00 to 12:00,03-07-2019,03/07/2019 10:26:10,1993,69,173,15,25.7,4.9,20.7,15.2,
Jaipur,Zone 2,1,7,12:00 to 16:00,03-07-2019,03/07/2019 13:59:06,1955,72,94,15,25.1,4.8,20.3,9.7,
Jaipur,Zone 2,1,7,16:00 to 20:00,03-07-2019,03/07/2019 17:44:03,2090,71,171,15,24.1,4.6,19.5,15.2,
Jaipur,Zone 2,1,7,20:00 to 00:00,03-07-2019,03/07/2019 23:32:58,2031,71,209,15,26.1,5.0,21.1,9.5,
Jaipur,Zone 3,1,1,00:00 to 04:00,27-06-2019,27/06/2019 03:05:39,1973,70,194,6,26.9,5.2,21.7,1.1,
Jaipur,Zone 3,1,1,04:00 to 08.00,27-06-2019,27/06/2019 05:04:39,1980,66,102,11,21.6,4.2,17.5,2.0,
Jaipur,Zone 3,1,1,08:00 to 12:00,27-06-2019,27/06/2019 11:19:43,1978,73,179,13,32.7,6.3,26.4,1.6,
Jaipur,Zone 3,1,1,12:00 to 16:00,27-06-2019,27/06/2019 12:16:59,2060,73,96,6,31.9,6.1,25.7,4.8,
Jaipur,Zone 3,1,1,16:00 to 20:00,27-06-2019,27/06/2019 19:48:53,1913,66,175,15,29.5,5.7,23.8,5.4,
Jaipur,Zone 3,1,1,20:00 to 00:00,27-06-2019,27/06/2019 21:18:44,1978,68,206,10,25.2,4.8,20.4,5.0,
Jaipur,Zone 3,1,2,00:00 to 04:00,28-06-2019,28/06/2019 00:01:27,2000,72,197,8,23.6,4.5,19.1,4.3,
Jaipur,Zone 3,1,2,04:00 to 08.00,28-06-2019,28/06/2019 06:13:02,2042,66,99,8,32.4,6.2,26.2,4.8,
Jaipur,Zone 3,1,2,08:00 to 12:00,28-06-2019,28/06/2019 09:07:41,2002,71,174,12,32.9,6.3,26.6,1.0,
Jaipur,Zone 3,1,2,12:00 to 16:00,28-06-2019,28/06/2019 15:55:03,2069,67,99,16,23.6,4.5,19.1,4.3,
Jaipur,Zone 3,1,2,16:00 to 20:00,28-06-2019,28/06/2019 16:31:50,1984,72,164,10,28.1,5.4,22.7,4.1,
Jaipur,Zone 3,1,2,20:00 to 00:00,28-06-2019,28/06/2019 21:40:33,2055,69,209,13,23.8,4.6,19.2,2.4,
Jaipur,Zone 3,1,4,00:00 to 04:00,30-06-2019,30/06/2019 03:44:52,1902,73,195,14,21.8,4.2,17.6,5.8,
Jaipur,Zone 3,1,4,04:00 to 08.00,30-06-2019,30/06/2019 07:26:07,2099,68,104,15,24.2,4.7,19.5,3.9,
Jaipur,Zone 3,1,4,08:00 to 12:00,30-06-2019,30/06/2019 11:18:03,1953,73,175,8,24.3,4.7,19.6,3.1,
Jaipur,Zone 3,1,4,12:00 to 16:00,30-06-2019,30/06/2019 14:56:35,2046,67,102,12,30.5,5.9,24.7,6.0,
Jaipur,Zone 3,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:19:14,1981,67,167,13,25.3,4.9,20.4,3.9,
Jaipur,Zone 3,1,4,20:00 to 00:00,30-06-2019,30/06/2019 22:21:05,1980,69,201,15,26.8,5.2,21.6,4.8,
Jaipur,Zone 3,1,4,00:00 to 04:00,30-06-2019,30/06/2019 02:40:45,1952,69,194,16,29.8,5.7,24.1,5.9,
Jaipur,Zone 3,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:14:35,1969,66,94,8,27.2,5.2,21.9,4.9,
Jaipur,Zone 3,1,4,08:00 to 12:00,30-06-2019,30/06/2019 11:47:05,1997,72,167,15,31.2,6.0,25.2,3.3,
Jaipur,Zone 3,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:42:37,1925,75,93,15,25.0,4.8,20.2,2.5,
Jaipur,Zone 3,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:34:33,2078,66,175,10,21.3,4.1,17.2,2.6,
Jaipur,Zone 3,1,4,20:00 to 00:00,30-06-2019,30/06/2019 20:09:24,1996,73,200,8,22.1,4.3,17.9,3.4,
Jaipur,Zone 3,1,5,00:00 to 04:00,01-07-2019,01/07/2019 02:45:02,1912,69,194,15,31.0,6.0,25.0,2.3,
Jaipur,Zone 3,1,5,04:00 to 08.00,01-07-2019,01/07/2019 06:45:53,2037,69,90,9,26.2,5.0,21.2,3.5,
Jaipur,Zone 3,1,5,08:00 to 12:00,01-07-2019,01/07/2019 09:49:07,1964,68,176,12,24.4,4.7,19.7,4.5,
Jaipur,Zone 3,1,5,12:00 to 16:00,01-07-2019,01/07/2019 13:40:29,1912,69,98,6,24.0,4.6,19.4,4.9,
Jaipur,Zone 3,1,5,16:00 to 20:00,01-07-2019,01/07/2019 16:33:54,1940,72,178,6,27.1,5.2,21.9,3.4,
Jaipur,Zone 3,1,5,20:00 to 00:00,01-07-2019,01/07/2019 22:38:08,2095,68,208,10,22.3,4.3,18.0,1.3,
Jaipur,Zone 3,1,6,00:00 to 04:00,02-07-2019,02/07/2019 00:14:12,1941,73,190,8,23.8,4.6,19.2,2.3,
Jaipur,Zone 3,1,6,04:00 to 08.00,02-07-2019,02/07/2019 07:41:20,2012,68,95,16,31.5,6.1,25.5,3.3,
Jaipur,Zone 3,1,6,08:00 to 12:00,02-07-2019,02/07/2019 11:32:55,2082,72,170,16,22.4,4.3,18.1,4.6,
Jaipur,Zone 3,1,6,12:00 to 16:00,02-07-2019,02/07/2019 12:57:51,1957,70,93,8,21.4,4.1,17.3,3.7,
Jaipur,Zone 3,1,6,16:00 to 20:00,02-07-2019,02/07/2019 16:33:03,2035,72,165,15,23.5,4.5,18.9,4.3,
Jaipur,Zone 3,1,6,20:00 to 00:00,02-07-2019,02/07/2019 23:45:25,1986,66,202,6,23.1,4.4,18.6,3.6,
Jaipur,Zone 3,1,7,00:00 to 04:00,03-07-2019,03/07/2019 03:05:39,1939,73,191,13,33.0,6.3,26.6,2.0,
Jaipur,Zone 3,1,7,04:00 to 08.00,03-07-2019,03/07/2019 04:30:19,1950,66,100,16,23.5,4.5,19.0,1.8,
Jaipur,Zone 3,1,7,08:00 to 12:00,03-07-2019,03/07/2019 08:51:46,2011,66,178,10,21.6,4.2,17.4,4.4,
Jaipur,Zone 3,1,7,12:00 to 16:00,03-07-2019,03/07/2019 12:56:30,1934,73,94,8,31.3,6.0,25.3,1.8,
Jaipur,Zone 3,1,7,16:00 to 20:00,03-07-2019,03/07/2019 18:55:13,2037,68,174,7,24.4,4.7,19.7,5.7,
Jaipur,Zone 3,1,7,20:00 to 00:00,03-07-2019,03/07/2019 23:25:21,2050,70,204,10,25.8,5.0,20.8,1.1,
Jaipur,Zone 4,1,1,00:00 to 04:00,27-06-2019,27/06/2019 03:18:20,2068,67,191,1,22.1,4.3,17.9,14.8,
Jaipur,Zone 4,1,1,04:00 to 08.00,27-06-2019,27/06/2019 05:26:27,1966,67,96,1,20.7,4.0,16.7,13.0,
Jaipur,Zone 4,1,1,08:00 to 12:00,27-06-2019,27/06/2019 10:32:37,1940,70,165,2,21.8,4.2,17.6,13.4,
Jaipur,Zone 4,1,1,12:00 to 16:00,27-06-2019,27/06/2019 14:56:40,1963,75,96,2,24.0,4.6,19.4,12.7,
Jaipur,Zone 4,1,1,16:00 to 20:00,27-06-2019,27/06/2019 16:56:30,1934,74,172,3,23.4,4.5,18.9,14.7,
Jaipur,Zone 4,1,1,20:00 to 00:00,27-06-2019,27/06/2019 21:11:04,2038,66,209,1,23.5,4.5,19.0,10.5,
Jaipur,Zone 4,1,2,00:00 to 04:00,28-06-2019,28/06/2019 02:00:39,1984,69,193,1,21.0,4.0,16.9,13.5,
Jaipur,Zone 4,1,2,04:00 to 08.00,28-06-2019,28/06/2019 05:10:42,2095,73,98,2,22.1,4.3,17.9,9.4,
Jaipur,Zone 4,1,2,08:00 to 12:00,28-06-2019,28/06/2019 10:44:33,2044,68,171,2,21.4,4.1,17.3,9.4,
Jaipur,Zone 4,1,2,12:00 to 16:00,28-06-2019,28/06/2019 14:40:23,2039,69,93,3,22.3,4.3,18.0,12.2,
Jaipur,Zone 4,1,2,16:00 to 20:00,28-06-2019,28/06/2019 18:21:22,1999,71,170,3,21.6,4.2,17.5,13.2,
Jaipur,Zone 4,1,2,20:00 to 00:00,28-06-2019,28/06/2019 20:25:17,1911,70,210,3,25.2,4.8,20.3,14.8,
Jaipur,Zone 4,1,4,00:00 to 04:00,30-06-2019,30/06/2019 00:44:12,2053,74,190,2,20.1,3.9,16.3,11.0,
Jaipur,Zone 4,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:02:01,1907,73,86,1,24.5,4.7,19.8,9.4,
Jaipur,Zone 4,1,4,08:00 to 12:00,30-06-2019,30/06/2019 09:19:59,1903,67,179,2,24.2,4.7,19.5,10.1,
Jaipur,Zone 4,1,4,12:00 to 16:00,30-06-2019,30/06/2019 14:17:37,2062,68,94,2,20.6,4.0,16.7,9.6,
Jaipur,Zone 4,1,4,16:00 to 20:00,30-06-2019,30/06/2019 18:18:15,2086,73,168,2,24.2,4.7,19.5,10.8,
Jaipur,Zone 4,1,4,20:00 to 00:00,30-06-2019,30/06/2019 22:41:33,2018,70,202,1,24.1,4.6,19.4,10.6,
Jaipur,Zone 4,1,4,00:00 to 04:00,30-06-2019,30/06/2019 03:56:39,1918,75,192,3,20.7,4.0,16.7,13.9,
Jaipur,Zone 4,1,4,04:00 to 08.00,30-06-2019,30/06/2019 07:10:17,2011,66,91,3,22.9,4.4,18.5,9.4,
